status,file_name,timestamp,user,ip,action,event,details
Image saved,decoded_image_2957901502153983951.jpg,,,,,,
Image saved,decoded_image_-9007981776171857972.jpg,,,,,,
Image saved,decoded_image_-8623985221347649287.jpg,,,,,,
Image saved,decoded_image_4636712297306672345.jpg,,,,,,
Image saved,decoded_image_1834271468759894191.jpg,,,,,,
,,2024-11-18T03:32:45.008769,user_88,201.111.117.102,,login,"{'item_id': 2100, 'quantity': 5, 'price': 204.33}"
,,2024-11-18T15:00:15.008778,user_494,80.74.41.77,,error,"{'item_id': 3217, 'quantity': 5, 'price': 830.74}"
Image saved,decoded_image_6112990000883399993.jpg,,,,,,
Image saved,decoded_image_1316270544145635098.jpg,,,,,,
,,2024-11-19T12:22:01.008821,user_495,178.68.67.95,ERROR,,
Image saved,decoded_image_3961676256818617886.jpg,,,,,,
,,2024-11-18T02:14:53.008837,user_803,73.205.243.178,START,,
,,2024-11-19T02:38:34.008841,user_909,44.107.64.137,,logout,"{'item_id': 2765, 'quantity': 4, 'price': 898.29}"
,,2024-11-19T04:24:31.008855,user_879,112.9.62.175,ERROR,,
,,2024-11-17T22:16:55.008858,user_332,116.212.73.73,STOP,,
,,2024-11-18T19:26:44.008864,user_439,251.199.247.77,,logout,"{'item_id': 3687, 'quantity': 5, 'price': 631.72}"
,,2024-11-19T15:46:57.008870,user_609,224.218.64.193,ERROR,,
Image saved,decoded_image_495228000988869893.jpg,,,,,,
,,2024-11-19T14:31:36.008905,user_949,84.231.58.143,,login,"{'item_id': 5148, 'quantity': 4, 'price': 140.88}"
,,2024-11-19T10:28:29.008920,user_23,107.117.220.150,STOP,,
,,2024-11-19T03:15:30.008924,user_925,76.70.74.128,,logout,"{'item_id': 4031, 'quantity': 4, 'price': 143.61}"
Image saved,decoded_image_5526672065179023407.jpg,,,,,,
,,2024-11-17T17:44:55.008962,user_498,47.215.134.233,ERROR,,
Image saved,decoded_image_-8530973175378137101.jpg,,,,,,
,,2024-11-18T02:28:57.008982,user_112,171.183.119.67,START,,
,,2024-11-19T08:31:06.008987,user_893,56.244.25.61,STOP,,
,,2024-11-18T16:39:16.008998,user_39,152.108.127.111,,login,"{'item_id': 3584, 'quantity': 3, 'price': 999.85}"
Image saved,decoded_image_-4058151429889035138.jpg,,,,,,
,,2024-11-18T14:36:54.009019,user_951,202.98.15.53,ERROR,,
,,2024-11-19T08:35:31.009045,user_861,162.29.94.146,,error,"{'item_id': 9398, 'quantity': 3, 'price': 697.78}"
,,2024-11-19T12:37:15.009060,user_720,200.76.138.228,ERROR,,
,,2024-11-19T15:27:38.009063,user_669,100.149.50.64,,error,"{'item_id': 6986, 'quantity': 5, 'price': 450.75}"
,,2024-11-18T05:46:36.009069,user_121,146.132.133.163,ERROR,,
Image saved,decoded_image_-7087320480213100310.jpg,,,,,,
,,2024-11-19T11:55:16.009089,user_872,118.201.90.97,START,,
,,2024-11-18T13:17:44.009093,user_481,90.178.190.15,,error,"{'item_id': 8388, 'quantity': 4, 'price': 145.13}"
Image saved,decoded_image_-6222665488164306859.jpg,,,,,,
,,2024-11-17T18:18:47.009111,user_360,125.228.82.122,,error,"{'item_id': 6128, 'quantity': 1, 'price': 533.22}"
,,2024-11-17T18:56:20.009150,user_408,95.151.230.180,,logout,"{'item_id': 9544, 'quantity': 5, 'price': 558.6}"
,,2024-11-19T02:14:49.009164,user_545,60.232.85.155,,purchase,"{'item_id': 2878, 'quantity': 5, 'price': 754.81}"
Image saved,decoded_image_5664296402498492449.jpg,,,,,,
,,2024-11-19T09:59:37.009184,user_657,250.41.75.25,ERROR,,
,,2024-11-18T21:46:53.009190,user_845,12.187.11.181,START,,
Image saved,decoded_image_-6229105811724079855.jpg,,,,,,
Image saved,decoded_image_6845621096117574382.jpg,,,,,,
,,2024-11-19T01:19:05.009256,user_321,1.103.119.23,,logout,"{'item_id': 1081, 'quantity': 1, 'price': 305.11}"
,,2024-11-19T12:53:06.009263,user_966,11.218.107.38,STOP,,
,,2024-11-18T22:41:48.009266,user_660,254.251.140.25,ERROR,,
,,2024-11-19T04:40:47.009270,user_969,175.76.248.188,,update,"{'item_id': 9261, 'quantity': 2, 'price': 808.01}"
,,2024-11-18T23:24:28.009294,user_591,166.179.26.50,,login,"{'item_id': 8493, 'quantity': 2, 'price': 417.41}"
,,2024-11-18T13:31:53.009317,user_260,40.155.129.88,START,,
,,2024-11-18T11:42:38.009322,user_606,99.123.41.213,START,,
,,2024-11-18T18:24:20.009330,user_828,126.208.70.8,STOP,,
Image saved,decoded_image_5949062561582664130.jpg,,,,,,
,,2024-11-18T09:32:58.009411,user_225,15.124.24.196,STOP,,
,,2024-11-17T23:11:10.009423,user_136,1.114.152.104,,error,"{'item_id': 2590, 'quantity': 2, 'price': 823.51}"
,,2024-11-19T15:36:49.009430,user_872,100.78.239.84,,purchase,"{'item_id': 8543, 'quantity': 2, 'price': 752.87}"
Image saved,decoded_image_-8385903503965756151.jpg,,,,,,
,,2024-11-18T05:33:26.009444,user_750,82.29.88.177,,update,"{'item_id': 8545, 'quantity': 4, 'price': 196.76}"
,,2024-11-18T01:26:37.009454,user_614,170.149.74.246,,logout,"{'item_id': 8344, 'quantity': 2, 'price': 858.08}"
Image saved,decoded_image_1938649360275495324.jpg,,,,,,
,,2024-11-18T00:03:34.009472,user_205,125.191.152.209,STOP,,
,,2024-11-18T15:26:20.009481,user_164,146.211.249.213,,purchase,"{'item_id': 1786, 'quantity': 5, 'price': 159.97}"
,,2024-11-17T23:12:09.009490,user_11,183.104.14.7,,error,"{'item_id': 5089, 'quantity': 2, 'price': 461.81}"
,,2024-11-18T01:35:39.009498,user_934,167.181.170.15,ERROR,,
,,2024-11-18T06:21:52.009501,user_658,108.65.44.58,ERROR,,
,,2024-11-18T12:25:11.009509,user_657,79.52.183.250,STOP,,
,,2024-11-18T06:40:35.009512,user_708,213.237.1.28,,update,"{'item_id': 4690, 'quantity': 4, 'price': 132.66}"
,,2024-11-18T07:53:21.009518,user_220,90.245.225.209,STOP,,
Image saved,decoded_image_-5640746661043415332.jpg,,,,,,
Image saved,decoded_image_3037154216780387450.jpg,,,,,,
,,2024-11-18T11:34:25.009540,user_77,6.53.59.206,,login,"{'item_id': 4507, 'quantity': 4, 'price': 54.78}"
,,2024-11-18T07:41:18.009548,user_719,84.49.99.114,ERROR,,
,,2024-11-18T15:17:51.009553,user_779,35.2.89.245,START,,
Image saved,decoded_image_257931645379660763.jpg,,,,,,
Image saved,decoded_image_2771556070790803973.jpg,,,,,,
,,2024-11-18T18:49:51.009579,user_651,135.211.49.60,START,,
,,2024-11-19T10:09:33.009590,user_108,136.99.196.152,STOP,,
,,2024-11-19T11:44:09.009593,user_48,144.245.107.68,START,,
,,2024-11-19T01:18:36.009597,user_146,118.88.201.235,ERROR,,
,,2024-11-19T04:26:46.009600,user_511,36.173.251.138,ERROR,,
,,2024-11-19T15:59:41.009603,user_137,247.216.108.174,STOP,,
Image saved,decoded_image_3057371154042660974.jpg,,,,,,
Image saved,decoded_image_-797296266987267908.jpg,,,,,,
,,2024-11-19T00:08:42.009621,user_634,55.248.64.30,,login,"{'item_id': 4568, 'quantity': 5, 'price': 976.21}"
Image saved,decoded_image_3675756107460092132.jpg,,,,,,
,,2024-11-19T08:12:50.009636,user_548,216.179.252.241,,error,"{'item_id': 1363, 'quantity': 2, 'price': 198.15}"
,,2024-11-17T18:30:26.009650,user_755,147.208.56.188,ERROR,,
,,2024-11-17T22:35:02.009665,user_659,140.203.101.246,,purchase,"{'item_id': 3303, 'quantity': 3, 'price': 959.16}"
,,2024-11-18T21:24:50.009672,user_260,110.43.170.87,STOP,,
Image saved,decoded_image_-8229948014014159215.jpg,,,,,,
,,2024-11-18T12:36:16.009687,user_593,185.63.205.55,,error,"{'item_id': 3924, 'quantity': 4, 'price': 365.5}"
Image saved,decoded_image_-5740497047288566476.jpg,,,,,,
Image saved,decoded_image_7908199499427116997.jpg,,,,,,
Image saved,decoded_image_-7006065899060793843.jpg,,,,,,
Image saved,decoded_image_7974957440255962350.jpg,,,,,,
Image saved,decoded_image_-4826377461785714390.jpg,,,,,,
,,2024-11-18T00:33:55.009730,user_67,11.70.195.107,ERROR,,
,,2024-11-19T14:01:15.009741,user_183,111.120.155.191,,error,"{'item_id': 4146, 'quantity': 3, 'price': 449.97}"
,,2024-11-19T09:31:18.009747,user_511,207.138.61.110,STOP,,
,,2024-11-18T23:17:10.009752,user_777,130.223.139.210,STOP,,
,,2024-11-18T16:35:39.009763,user_447,67.39.202.218,START,,
,,2024-11-17T21:19:20.009768,user_884,56.182.226.4,ERROR,,
Image saved,decoded_image_-8959034208760573746.jpg,,,,,,
Image saved,decoded_image_-4137526194837957670.jpg,,,,,,
,,2024-11-17T23:17:59.009806,user_649,40.102.243.175,ERROR,,
,,2024-11-18T12:27:36.009810,user_157,23.41.61.87,,login,"{'item_id': 6959, 'quantity': 4, 'price': 272.25}"
,,2024-11-18T16:44:57.009815,user_341,185.47.163.37,ERROR,,
,,2024-11-18T08:40:32.009818,user_152,173.86.74.184,ERROR,,
Image saved,decoded_image_-3578375850269448127.jpg,,,,,,
Image saved,decoded_image_-2536822293661565417.jpg,,,,,,
,,2024-11-19T03:58:43.009841,user_86,35.42.210.129,STOP,,
,,2024-11-17T17:17:05.009846,user_379,249.111.242.242,ERROR,,
,,2024-11-18T13:45:05.009862,user_930,62.58.37.253,START,,
,,2024-11-18T17:21:23.009865,user_924,237.162.27.230,STOP,,
Image saved,decoded_image_-6090438637275251338.jpg,,,,,,
,,2024-11-18T11:09:47.009889,user_784,204.243.106.52,,error,"{'item_id': 5361, 'quantity': 1, 'price': 590.85}"
,,2024-11-17T21:14:14.009895,user_842,207.125.198.47,,logout,"{'item_id': 2369, 'quantity': 1, 'price': 905.36}"
,,2024-11-18T06:59:28.009900,user_226,145.27.180.83,STOP,,
,,2024-11-18T08:40:03.009904,user_909,144.158.173.124,STOP,,
,,2024-11-18T10:56:58.009909,user_853,93.11.179.6,STOP,,
,,2024-11-18T13:49:39.009915,user_154,98.126.164.226,,logout,"{'item_id': 7336, 'quantity': 5, 'price': 689.24}"
,,2024-11-18T16:10:44.009921,user_367,6.223.44.208,STOP,,
Image saved,decoded_image_-1579751498146439851.jpg,,,,,,
,,2024-11-19T02:13:12.009943,user_162,137.27.183.194,ERROR,,
,,2024-11-19T09:12:51.009952,user_399,21.6.2.195,,login,"{'item_id': 1917, 'quantity': 4, 'price': 131.73}"
Image saved,decoded_image_-8939741302531579777.jpg,,,,,,
Image saved,decoded_image_-8719791995958851872.jpg,,,,,,
,,2024-11-18T01:35:36.009972,user_24,123.64.35.220,,error,"{'item_id': 8010, 'quantity': 2, 'price': 924.73}"
,,2024-11-18T06:06:14.009986,user_833,8.102.196.253,,logout,"{'item_id': 2466, 'quantity': 3, 'price': 823.6}"
,,2024-11-19T01:03:53.009999,user_791,44.248.111.181,ERROR,,
Image saved,decoded_image_155321288063804448.jpg,,,,,,
,,2024-11-18T12:44:19.010021,user_482,222.182.176.169,ERROR,,
,,2024-11-18T12:40:42.010024,user_847,108.248.44.50,ERROR,,
Image saved,decoded_image_1024171431053424865.jpg,,,,,,
,,2024-11-17T23:39:52.010040,user_233,151.38.180.151,START,,
,,2024-11-18T11:03:25.010055,user_683,84.188.180.234,ERROR,,
,,2024-11-18T21:20:28.010066,user_196,126.125.13.103,ERROR,,
,,2024-11-18T02:21:19.010085,user_86,156.184.17.65,STOP,,
,,2024-11-18T10:26:10.010093,user_735,130.117.166.3,START,,
Image saved,decoded_image_-8513007101301831158.jpg,,,,,,
Image saved,decoded_image_-1020723376438907458.jpg,,,,,,
Image saved,decoded_image_-2314682737243995142.jpg,,,,,,
Image saved,decoded_image_-6750181064895908196.jpg,,,,,,
Image saved,decoded_image_-7795057013395923023.jpg,,,,,,
Image saved,decoded_image_-5073758483540913599.jpg,,,,,,
,,2024-11-19T15:19:42.010162,user_699,27.2.194.156,START,,
,,2024-11-19T16:10:52.010167,user_215,59.123.96.29,ERROR,,
,,2024-11-19T14:42:29.010172,user_58,9.26.11.174,ERROR,,
,,2024-11-19T04:20:49.010181,user_306,122.75.243.133,STOP,,
Image saved,decoded_image_1866319545486069135.jpg,,,,,,
Image saved,decoded_image_-1265493645766845764.jpg,,,,,,
Image saved,decoded_image_-7343809818946273765.jpg,,,,,,
,,2024-11-18T16:10:50.010244,user_52,64.84.163.79,,error,"{'item_id': 5800, 'quantity': 4, 'price': 550.64}"
,,2024-11-19T10:08:02.010249,user_818,177.221.178.151,START,,
,,2024-11-19T15:30:37.010255,user_359,212.143.128.80,,error,"{'item_id': 3008, 'quantity': 4, 'price': 746.62}"
,,2024-11-18T00:24:14.010261,user_607,38.210.60.198,,purchase,"{'item_id': 7319, 'quantity': 1, 'price': 593.42}"
Image saved,decoded_image_256134551607565574.jpg,,,,,,
,,2024-11-17T19:13:57.010297,user_390,199.57.36.30,,login,"{'item_id': 9025, 'quantity': 1, 'price': 182.8}"
,,2024-11-19T13:41:43.010305,user_412,249.47.30.194,START,,
,,2024-11-18T03:27:33.010322,user_825,50.52.228.27,,error,"{'item_id': 5648, 'quantity': 2, 'price': 242.23}"
Image saved,decoded_image_6470954661945166493.jpg,,,,,,
Image saved,decoded_image_-8078080487723256296.jpg,,,,,,
Image saved,decoded_image_2052194309156417217.jpg,,,,,,
,,2024-11-18T12:20:10.010363,user_871,227.237.116.67,,error,"{'item_id': 6605, 'quantity': 2, 'price': 293.6}"
Image saved,decoded_image_-8447065378487394338.jpg,,,,,,
,,2024-11-18T09:52:43.010387,user_936,54.39.127.68,,logout,"{'item_id': 3216, 'quantity': 1, 'price': 697.59}"
,,2024-11-18T17:39:48.010393,user_717,152.86.202.200,ERROR,,
,,2024-11-18T10:56:34.010397,user_924,136.162.110.212,,logout,"{'item_id': 9988, 'quantity': 4, 'price': 726.39}"
,,2024-11-18T10:27:13.010410,user_910,76.32.8.51,START,,
,,2024-11-19T02:52:48.010415,user_38,36.94.18.23,ERROR,,
,,2024-11-18T11:36:38.010429,user_827,67.69.69.81,,update,"{'item_id': 8758, 'quantity': 5, 'price': 28.1}"
Image saved,decoded_image_26482437134206833.jpg,,,,,,
Image saved,decoded_image_-2462432962172066658.jpg,,,,,,
,,2024-11-17T23:32:55.010458,user_878,75.237.36.54,STOP,,
,,2024-11-18T05:04:19.010462,user_910,186.211.12.168,STOP,,
,,2024-11-18T19:52:05.010473,user_233,252.242.168.156,START,,
,,2024-11-17T23:15:40.010482,user_765,192.100.114.123,STOP,,
,,2024-11-18T21:32:40.010491,user_282,194.223.254.158,ERROR,,
Image saved,decoded_image_-7266211700773006055.jpg,,,,,,
,,2024-11-19T02:01:49.010510,user_372,200.84.58.177,,logout,"{'item_id': 5356, 'quantity': 4, 'price': 111.93}"
,,2024-11-18T07:12:49.010531,user_69,87.62.7.43,ERROR,,
Image saved,decoded_image_-6695473805131948528.jpg,,,,,,
,,2024-11-19T09:27:52.010552,user_680,223.152.18.160,STOP,,
Image saved,decoded_image_4433193600056911320.jpg,,,,,,
,,2024-11-18T23:10:12.010565,user_955,204.201.22.134,,login,"{'item_id': 6742, 'quantity': 4, 'price': 555.37}"
,,2024-11-18T13:56:22.010571,user_176,6.233.27.16,,login,"{'item_id': 5615, 'quantity': 2, 'price': 472.68}"
,,2024-11-19T14:36:53.010582,user_210,36.5.115.114,START,,
,,2024-11-19T12:07:14.010597,user_16,183.190.124.238,STOP,,
,,2024-11-18T18:15:40.010609,user_329,128.115.56.110,,purchase,"{'item_id': 4493, 'quantity': 2, 'price': 516.91}"
,,2024-11-18T10:31:03.010617,user_365,193.205.89.46,ERROR,,
,,2024-11-19T03:06:47.010642,user_93,199.252.145.75,ERROR,,
Image saved,decoded_image_502381253006822576.jpg,,,,,,
,,2024-11-18T00:05:19.010659,user_41,159.231.60.21,START,,
,,2024-11-18T08:55:56.010663,user_980,178.92.191.195,,update,"{'item_id': 3975, 'quantity': 3, 'price': 638.98}"
,,2024-11-18T15:37:32.010670,user_152,178.171.140.98,START,,
Image saved,decoded_image_-1477709171861554498.jpg,,,,,,
,,2024-11-17T23:27:19.010680,user_723,89.122.255.118,STOP,,
,,2024-11-18T14:21:49.010695,user_861,14.59.9.37,,login,"{'item_id': 1239, 'quantity': 5, 'price': 265.87}"
,,2024-11-19T03:15:24.010701,user_1000,89.241.203.33,,purchase,"{'item_id': 7902, 'quantity': 1, 'price': 261.14}"
,,2024-11-19T01:06:41.010715,user_302,20.49.208.183,STOP,,
,,2024-11-18T04:09:48.010723,user_115,102.191.39.67,ERROR,,
,,2024-11-18T15:05:45.010728,user_513,251.17.143.2,STOP,,
,,2024-11-19T16:12:25.010735,user_403,237.133.224.202,ERROR,,
,,2024-11-18T17:25:28.010738,user_22,170.56.92.188,,update,"{'item_id': 3799, 'quantity': 2, 'price': 334.39}"
Image saved,decoded_image_-5616824324827656326.jpg,,,,,,
Image saved,decoded_image_6827178560444359604.jpg,,,,,,
,,2024-11-17T21:48:53.010763,user_148,53.156.234.234,STOP,,
Image saved,decoded_image_7376830677289445766.jpg,,,,,,
Image saved,decoded_image_3806059638124412682.jpg,,,,,,
Image saved,decoded_image_32251396151741618.jpg,,,,,,
,,2024-11-17T17:49:19.010795,user_812,212.24.29.213,STOP,,
,,2024-11-19T01:26:48.010800,user_920,172.112.220.23,ERROR,,
,,2024-11-18T07:52:42.010804,user_528,190.13.4.113,START,,
Image saved,decoded_image_3177237294452422584.jpg,,,,,,
,,2024-11-17T20:06:10.010813,user_743,194.109.236.138,STOP,,
Image saved,decoded_image_-6598557706564388137.jpg,,,,,,
,,2024-11-19T04:07:02.010841,user_22,12.222.64.148,ERROR,,
,,2024-11-18T15:49:22.010845,user_363,91.152.30.179,,login,"{'item_id': 6877, 'quantity': 2, 'price': 463.89}"
,,2024-11-18T10:05:39.010858,user_63,241.26.102.209,ERROR,,
,,2024-11-18T10:26:11.010863,user_343,34.158.116.4,STOP,,
,,2024-11-17T23:18:43.010866,user_810,61.211.60.242,,update,"{'item_id': 1203, 'quantity': 3, 'price': 688.52}"
Image saved,decoded_image_5855203237113328229.jpg,,,,,,
Image saved,decoded_image_1261468185073306043.jpg,,,,,,
Image saved,decoded_image_2466601972341273215.jpg,,,,,,
Image saved,decoded_image_-3923033153973921909.jpg,,,,,,
,,2024-11-19T07:14:38.010929,user_45,247.99.135.38,ERROR,,
,,2024-11-17T17:19:49.010932,user_843,252.181.51.211,,purchase,"{'item_id': 6714, 'quantity': 3, 'price': 739.54}"
,,2024-11-18T08:23:10.010938,user_602,70.107.188.232,,login,"{'item_id': 7898, 'quantity': 4, 'price': 892.78}"
,,2024-11-18T02:15:33.010961,user_881,168.214.251.66,,logout,"{'item_id': 1914, 'quantity': 4, 'price': 767.64}"
,,2024-11-19T02:37:22.010994,user_79,116.160.119.136,,error,"{'item_id': 1178, 'quantity': 4, 'price': 901.49}"
,,2024-11-18T18:08:42.011002,user_679,90.164.215.201,START,,
Image saved,decoded_image_-5384050929969247027.jpg,,,,,,
Image saved,decoded_image_-4874245465418775881.jpg,,,,,,
,,2024-11-18T06:25:33.011027,user_792,177.90.237.62,STOP,,
Image saved,decoded_image_-5622760532201815091.jpg,,,,,,
,,2024-11-18T22:12:10.011036,user_975,14.49.24.125,ERROR,,
,,2024-11-19T07:25:39.011044,user_549,176.216.229.242,,login,"{'item_id': 5573, 'quantity': 2, 'price': 626.25}"
,,2024-11-18T01:01:56.011049,user_466,192.42.237.241,STOP,,
,,2024-11-18T20:32:46.011055,user_731,188.165.94.75,,update,"{'item_id': 1656, 'quantity': 2, 'price': 298.1}"
Image saved,decoded_image_-3274402958827758825.jpg,,,,,,
,,2024-11-19T14:21:22.011082,user_889,115.91.93.150,ERROR,,
Image saved,decoded_image_5071808834443514815.jpg,,,,,,
Image saved,decoded_image_7222711927997264986.jpg,,,,,,
,,2024-11-18T16:42:13.011122,user_275,7.238.101.47,,login,"{'item_id': 9683, 'quantity': 4, 'price': 867.76}"
Image saved,decoded_image_367986944948164516.jpg,,,,,,
Image saved,decoded_image_6141523594708050414.jpg,,,,,,
,,2024-11-19T01:46:08.011140,user_297,82.213.108.136,STOP,,
,,2024-11-18T02:22:23.011164,user_6,190.142.159.229,,purchase,"{'item_id': 4904, 'quantity': 1, 'price': 385.38}"
,,2024-11-19T13:59:58.011172,user_556,196.51.64.39,STOP,,
,,2024-11-18T02:04:14.011175,user_109,244.114.146.212,START,,
,,2024-11-18T17:45:58.011178,user_232,29.182.244.138,,logout,"{'item_id': 8230, 'quantity': 1, 'price': 533.41}"
,,2024-11-19T05:40:00.011184,user_650,165.153.217.180,,error,"{'item_id': 2697, 'quantity': 1, 'price': 765.21}"
Image saved,decoded_image_-9201880238553749193.jpg,,,,,,
Image saved,decoded_image_-7247759672989806956.jpg,,,,,,
,,2024-11-18T23:02:03.011203,user_234,35.164.6.108,,logout,"{'item_id': 8198, 'quantity': 5, 'price': 330.57}"
,,2024-11-19T01:57:45.011209,user_71,225.150.223.75,,error,"{'item_id': 2776, 'quantity': 4, 'price': 834.65}"
,,2024-11-18T02:07:41.011239,user_198,187.111.149.30,,update,"{'item_id': 6392, 'quantity': 4, 'price': 56.25}"
Image saved,decoded_image_3669605926172012659.jpg,,,,,,
,,2024-11-18T16:16:54.011259,user_735,231.237.223.50,STOP,,
Image saved,decoded_image_-2737609609760233421.jpg,,,,,,
,,2024-11-19T07:39:52.011281,user_115,141.161.45.205,,logout,"{'item_id': 1857, 'quantity': 1, 'price': 741.68}"
Image saved,decoded_image_244452917629045310.jpg,,,,,,
,,2024-11-17T22:14:49.011296,user_435,173.115.101.89,,login,"{'item_id': 8424, 'quantity': 5, 'price': 278.67}"
,,2024-11-19T00:03:40.011301,user_41,71.82.254.160,STOP,,
Image saved,decoded_image_-7062002670095211280.jpg,,,,,,
Image saved,decoded_image_-6730247074505373803.jpg,,,,,,
,,2024-11-18T16:19:03.011327,user_892,229.139.47.224,STOP,,
,,2024-11-18T17:36:40.011332,user_8,160.245.43.179,ERROR,,
,,2024-11-18T23:14:51.011336,user_592,29.155.207.138,,error,"{'item_id': 6628, 'quantity': 5, 'price': 787.34}"
Image saved,decoded_image_-3178635302088406653.jpg,,,,,,
,,2024-11-18T15:33:31.011358,user_851,168.150.96.7,START,,
,,2024-11-18T00:10:21.011362,user_829,237.132.26.91,,logout,"{'item_id': 7375, 'quantity': 3, 'price': 80.51}"
Image saved,decoded_image_7213632955597660774.jpg,,,,,,
Image saved,decoded_image_-1210871581090643495.jpg,,,,,,
,,2024-11-18T05:20:45.011388,user_100,111.241.128.229,START,,
,,2024-11-19T09:55:37.011399,user_402,206.221.17.89,ERROR,,
Image saved,decoded_image_-7920496457496407478.jpg,,,,,,
,,2024-11-19T07:04:08.011415,user_626,121.154.255.25,STOP,,
,,2024-11-18T14:35:44.011418,user_536,19.97.19.226,ERROR,,
Image saved,decoded_image_-1791653469705481248.jpg,,,,,,
,,2024-11-18T21:36:56.011430,user_863,13.115.236.110,ERROR,,
,,2024-11-18T08:20:36.011436,user_484,148.90.79.63,,purchase,"{'item_id': 2747, 'quantity': 4, 'price': 768.2}"
Image saved,decoded_image_1066986817859899206.jpg,,,,,,
Image saved,decoded_image_-789775709560512401.jpg,,,,,,
,,2024-11-19T10:26:49.011467,user_268,16.226.201.250,,purchase,"{'item_id': 4685, 'quantity': 4, 'price': 133.33}"
Image saved,decoded_image_5228565706826136330.jpg,,,,,,
Image saved,decoded_image_-796524581584171212.jpg,,,,,,
Image saved,decoded_image_-3033631200617129609.jpg,,,,,,
,,2024-11-18T17:25:05.011508,user_333,180.190.205.102,START,,
,,2024-11-18T23:48:06.011511,user_382,71.36.110.213,,logout,"{'item_id': 9854, 'quantity': 4, 'price': 160.56}"
,,2024-11-19T15:22:57.011522,user_686,178.39.104.142,,error,"{'item_id': 9614, 'quantity': 4, 'price': 690.05}"
,,2024-11-18T11:45:11.011527,user_252,205.235.252.185,STOP,,
,,2024-11-18T17:50:29.011544,user_900,22.71.103.48,STOP,,
,,2024-11-18T22:33:10.011553,user_907,101.34.241.232,,purchase,"{'item_id': 4556, 'quantity': 5, 'price': 525.28}"
Image saved,decoded_image_-7062875544269243264.jpg,,,,,,
Image saved,decoded_image_7380706082397460222.jpg,,,,,,
,,2024-11-19T03:32:42.011584,user_879,147.125.215.123,,logout,"{'item_id': 9042, 'quantity': 1, 'price': 851.31}"
Image saved,decoded_image_6810562457427207250.jpg,,,,,,
Image saved,decoded_image_-4407822173614429529.jpg,,,,,,
,,2024-11-17T17:35:06.011611,user_551,211.168.98.62,ERROR,,
,,2024-11-19T02:26:43.011623,user_153,229.183.140.177,START,,
,,2024-11-17T20:15:33.011627,user_859,237.255.37.187,ERROR,,
Image saved,decoded_image_-6389049651437985430.jpg,,,,,,
,,2024-11-17T20:03:54.011648,user_516,123.249.57.185,,purchase,"{'item_id': 2528, 'quantity': 5, 'price': 479.98}"
,,2024-11-19T08:01:43.011655,user_175,74.41.55.99,,update,"{'item_id': 2579, 'quantity': 1, 'price': 963.26}"
Image saved,decoded_image_2073484142628897499.jpg,,,,,,
,,2024-11-17T17:23:17.011671,user_202,16.77.207.189,STOP,,
Image saved,decoded_image_8628060107476256248.jpg,,,,,,
,,2024-11-18T00:37:31.011683,user_26,155.43.42.231,,error,"{'item_id': 9388, 'quantity': 3, 'price': 501.81}"
Image saved,decoded_image_-1246274805512483328.jpg,,,,,,
,,2024-11-17T23:19:24.011710,user_980,91.5.12.82,STOP,,
,,2024-11-18T04:58:52.011713,user_444,172.24.26.57,ERROR,,
,,2024-11-19T07:26:04.011719,user_82,140.53.182.45,,purchase,"{'item_id': 2889, 'quantity': 1, 'price': 85.13}"
,,2024-11-19T11:27:46.011726,user_815,47.25.209.82,ERROR,,
Image saved,decoded_image_6335791919823995549.jpg,,,,,,
,,2024-11-18T21:38:43.011738,user_879,86.39.47.8,START,,
,,2024-11-19T00:54:39.011741,user_290,37.17.208.248,,login,"{'item_id': 4114, 'quantity': 2, 'price': 793.21}"
,,2024-11-17T20:37:14.011758,user_998,192.32.191.158,,update,"{'item_id': 3653, 'quantity': 1, 'price': 577.25}"
,,2024-11-17T22:27:17.011767,user_707,238.92.184.99,ERROR,,
Image saved,decoded_image_3414793953464110226.jpg,,,,,,
,,2024-11-18T06:00:00.011787,user_966,89.160.213.105,,login,"{'item_id': 6635, 'quantity': 4, 'price': 942.1}"
,,2024-11-17T20:35:27.011793,user_163,199.119.145.16,STOP,,
,,2024-11-18T22:50:01.011796,user_532,63.93.189.94,,purchase,"{'item_id': 7456, 'quantity': 5, 'price': 878.34}"
Image saved,decoded_image_-6113642389039255283.jpg,,,,,,
,,2024-11-17T18:38:44.011819,user_640,158.222.104.253,,logout,"{'item_id': 2523, 'quantity': 3, 'price': 203.13}"
Image saved,decoded_image_7559533141171410490.jpg,,,,,,
,,2024-11-18T22:49:54.011834,user_109,48.151.246.94,,update,"{'item_id': 2730, 'quantity': 1, 'price': 548.42}"
Image saved,decoded_image_7257728488377354452.jpg,,,,,,
,,2024-11-19T02:13:27.011852,user_296,109.140.99.38,,update,"{'item_id': 5700, 'quantity': 4, 'price': 397.69}"
,,2024-11-18T05:12:52.011858,user_173,23.169.238.212,,error,"{'item_id': 1623, 'quantity': 3, 'price': 410.5}"
,,2024-11-19T01:49:46.011869,user_611,213.70.186.144,,logout,"{'item_id': 2483, 'quantity': 5, 'price': 430.17}"
,,2024-11-18T16:29:02.011892,user_99,185.121.196.68,STOP,,
,,2024-11-18T02:38:37.011910,user_278,138.13.97.84,,login,"{'item_id': 8257, 'quantity': 1, 'price': 87.33}"
Image saved,decoded_image_-5495018774797957685.jpg,,,,,,
Image saved,decoded_image_-8240996716014782956.jpg,,,,,,
